1004 754
99 877
90 418
868 1002
395 525
839 1002
877 773
989 395
877 464
661 84
777 367
84 527
1002 330
254 190
590 11
480 119
559 140
450 834
647 877
969 734
895 477
900 529
682 218
544 267
877 877
477 570
793 826
880 171
411 982
96 716
508 309
239 609
41 613
857 958
986 462
730 529
877 877
982 669
839 42
338 580
255 468
544 837
129 318
392 367
140 876
484 283
163 426
965 53
876 989
659 877
649 877
845 605
570 511
650 716
974 966
982 1002
659 571
76 876
495 223
392 126
89 296
84 650
734 969
548 338
692 420
556 648
716 468
438 328
889 876
407 796
508 540
367 877
669 77
570 544
389 876
982 640
199 367
462 48
41 43
358 1017
395 418
43 877
526 391
740 481
190 315
955 481
367 1004
982 544
11 7
866 877
877 464
469 296
359 877
1002 780
570 837
240 676
240 295
977 669
418 1004
737 633
370 834
529 650
84 296
614 725
295 544
685 595
120 834
892 330
839 544
830 877
880 309
570 370
165 877
367 986
946 566
877 418
730 286
986 570
877 471
60 1010
835 295
389 877
877 240
650 238
165 705
650 1004
792 418
942 945
570 772
876 837
877 84
980 134
717 548
980 876
982 685
877 902
391 308
986 295
716 367
508 877
633 210
53 529
202 685
883 309
986 570
570 877
603 171
529 877
461 165
435 265
369 986
796 554
982 590
728 656
458 544
329 309
834 152
90 88
796 777
717 286
717 639
792 986
477 986
392 84
508 986
367 41
392 1004
401 1003
203 876
540 53
41 989
812 986
488 521
140 986
1010 11
633 877
392 716
438 337
876 338
430 653
477 509
392 877
986 338
540 666
840 41
223 876
140 126
41 237
910 590
540 592
877 48
977 1010
202 126
370 676
119 570
430 309
570 965
152 685
982 835
982 461
84 977
295 468
399 877
910 395
633 309
514 468
877 407
104 544
570 570
705 946
763 839
716 839
918 360
669 876
676 202
834 48
613 48
834 664
481 910
171 292
650 982
544 445
309 928
544 310
11 84
96 338
240 570
20 982
309 280
876 1004
338 81
48 942
11 921
480 877
986 796
84 833
541 309
554 565
650 544
986 877
544 607
90 734
319 462
876 163
857 877
341 1022
367 306
617 723
986 683
152 570
240 590
876 617
541 982
880 480
650 876
572 389
877 772
796 685
111 84
462 876
84 92
84 309
297 910
570 337
140 626
191 233
877 367
297 796
295 632
388 546
986 1010
309 946
81 834
367 286
877 457
969 446
734 570
664 384
202 35
610 495
204 286
529 670
570 1009
484 803
669 835
716 845
42 554
508 77
84 685
834 529
529 992
910 570
202 676
730 985
295 96
730 683
683 422
716 118
789 84
839 877
171 164
309 544
295 876
559 586
495 902
877 986
877 717
768 839
286 544
1004 338
126 422
395 650
989 927
877 810
834 286
529 910
426 834
114 299
965 495
656 876
982 590
877 151
395 261
723 876
977 982
358 919
438 586
53 590
142 614
481 60
877 468
163 834
309 566
880 544
640 556
84 691
295 513
11 190
35 184
834 769
325 295
152 685
418 734
796 626
464 986
914 834
716 700
407 731
676 540
392 544
53 309
982 716
295 367
877 190
534 796
145 877
299 529
982 877
223 614
692 338
716 858
1010 84
309 777
367 171
834 464
918 688
730 392
977 716
240 643
676 309
877 295
464 295
295 1010
202 544
511 796
752 309
407 834
590 877
877 572
441 70
309 202
111 982
798 877
539 41
986 858
57 603
910 986
152 834
338 792
540 418
659 706
481 159
392 310
938 803
877 481
676 309
495 338
834 585
1007 309
536 796
80 556
685 585
418 837
608 876
669 877
1004 544
617 986
367 240
792 507
488 977
191 977
1002 530
370 430
325 813
392 881
603 470
544 986
876 786
479 633
1010 511
764 570
608 4
542 982
915 309
438 164
556 633
118 877
877 457
386 35
618 309
611 202
676 676
531 989
84 777
605 74
495 338
450 367
269 532
367 367
223 340
648 982
731 877
458 137
676 544
659 177
309 544
914 834
607 529
367 952
203 48
902 367
309 715
910 27
404 880
389 43
915 877
982 464
877 389
121 851
989 834
313 730
991 664
389 982
877 152
191 876
839 441
957 900
367 370
48 90
650 685
11 877
513 41
586 426
676 392
171 401
257 240
529 839
481 676
877 758
659 131
46 664
1004 20
194 309
834 986
603 165
260 83
480 462
199 716
7 416
877 386
90 253
982 276
919 481
430 540
758 367
813 384
963 163
877 877
760 544
982 633
961 1004
667 367
777 758
817 202
877 363
529 356
843 41
309 570
556 84
418 979
111 566
717 986
111 538
367 659
876 861
880 877
700 877
985 773
1002 464
292 140
682 721
458 325
880 529
544 982
965 450
544 621
515 878
877 480
507 327
877 292
48 481
877 941
1002 295
986 965
760 544
188 721
7 384
900 612
327 391
554 457
538 877
261 858
667 411
544 837
958 367
654 982
338 710
239 1002
816 834
910 590
877 803
954 488
362 292
338 178
603 367
876 42
1010 468
154 367
468 824
367 309
877 612
544 617
877 570
877 818
152 659
876 560
508 602
367 747
1002 982
29 199
513 295
877 554
554 857
20 181
750 441
692 551
411 659
367 818
407 834
837 223
723 508
877 866
877 721
626 983
769 814
625 148
457 461
1002 730
468 240
395 554
539 1017
648 53
730 640
90 910
669 185
199 834
664 765
992 223
202 972
586 1002
74 440
309 544
626 446
140 236
102 169
247 591
286 963
261 80
880 554
303 633
817 464
877 395
629 676
639 202
286 48
171 11
882 716
508 468
96 286
876 487
309 608
877 986
41 309
792 754
395 478
249 731
495 607
544 930
811 877
864 659
876 386
84 165
989 877
308 295
889 982
41 880
817 530
367 986
1010 946
1010 877
335 803
199 367
503 367
456 986
685 839
295 41
839 659
764 721
80 544
481 877
367 539
371 457
813 657
463 556
961 376
468 818
877 391
39 877
90 441
530 889
883 986
111 41
986 730
982 868
462 796
202 391
877 441
692 309
676 84
190 395
508 590
986 866
544 685
395 508
653 705
84 716
191 96
240 591
650 648
986 202
664 538
1002 295
407 309
877 165
570 880
837 84
989 570
986 982
11 664
946 367
178 952
883 136
803 1004
570 151
540 329
877 789
481 877
224 880
602 977
577 554
49 910
877 367
751 462
982 208
880 308
816 834
659 810
420 880
529 607
986 989
849 1002
190 856
877 986
450 570
480 983
544 360
430 389
389 338
806 963
430 367
1014 407
974 163
295 834
1002 877
818 286
544 299
240 1004
877 834
547 590
570 982
418 392
544 902
73 540
877 580
910 877
488 743
456 202
877 96
866 731
979 877
626 834
84 693
590 41
481 248
308 614
367 569
915 556
659 685
659 910
35 480
876 169
408 247
540 11
659 540
570 286
111 480
868 90
880 41
876 90
329 900
544 570
309 877
877 669
462 716
1014 212
721 507
877 171
977 877
318 986
191 876
544 367
202 986
730 480
754 982
767 837
866 239
633 392
676 171
224 304
910 540
879 544
1000 330
720 211
295 877
877 877
803 977
240 810
758 826
570 685
989 877
309 295
880 328
892 877
591 988
43 481
877 359
507 783
309 43
11 986
803 834
4 986
468 877
480 464
877 877
367 383
372 982
669 284
786 367
184 250
484 876
392 918
602 742
511 877
240 544
481 685
656 710
826 11
877 416
817 286
418 767
53 259
531 760
877 575
671 617
48 876
295 41
877 24
1004 554
295 757
90 982
97 202
878 508
367 495
607 716
833 90
395 639
171 621
53 554
1010 591
986 507
391 309
295 367
544 544
595 982
84 41
847 959
982 41
876 377
999 598
797 717
877 590
338 877
824 244
730 945
868 286
629 163
834 295
53 876
392 84
633 202
238 877
471 877
616 140
390 631
910 734
389 295
572 152
171 796
34 796
53 977
603 544
876 570
407 261
789 418
972 422
676 367
824 49
889 716
511 685
11 430
341 310
1010 449
736 84
716 309
446 239
441 877
8 418
468 876
309 458
100 60
1010 892
834 53
704 295
1004 11
730 570
991 239
656 570
341 720
982 367
633 80
84 111
986 438
418 480
676 590
540 296
27 367
468 295
292 986
1022 876
717 286
367 554
35 391
84 468
918 982
603 309
877 507
783 988
116 631
774 982
730 952
315 986
724 392
980 309
384 140
464 41
1002 839
986 367
834 633
540 656
176 834
570 868
84 772
350 607
296 1004
842 715
508 577
309 804
164 441
752 575
480 650
240 4
664 84
309 411
544 338
877 309
4 43
544 653
480 544
910 164
683 48
977 646
667 420
876 202
876 982
836 84
590 84
133 570
90 877
411 796
248 935
789 84
386 980
952 309
544 84
468 539
202 235
355 240
329 620
1010 963
84 999
877 395
786 563
545 418
446 834
715 84
982 1003
310 710
316 1010
472 418
730 539
1012 930
309 946
341 90
367 839
572 140
707 986
957 89
248 140
685 471
664 734
986 544
184 834
53 42
286 544
1002 570
477 462
295 556
389 730
796 292
584 309
670 570
84 313
590 812
309 456
140 440
295 982
508 982
360 934
395 656
813 261
605 989
211 440
407 297
980 986
446 10
360 539
544 590
544 877
877 420
590 986
118 464
261 449
295 554
4 560
570 876
459 310
877 570
544 11
570 309
877 265
590 650
796 99
716 544
348 337
989 358
165 513
687 910
586 121
877 608
83 338
411 152
464 191
787 1010
730 190
508 613
792 90
367 480
304 877
910 544
530 544
85 910
1010 877
787 107
659 701
982 717
648 664
138 228
837 430
299 664
76 606
730 418
508 295
529 508
803 481
710 685
710 84
877 296
778 41
338 834
171 696
1010 834
305 120
986 664
986 910
877 834
965 585
295 326
389 570
935 338
544 876
20 900
934 152
462 255
544 86
877 41
508 529
190 360
956 820
367 650
590 403
73 681
309 41
877 159
877 84
495 591
877 834
1004 430
480 84
789 839
84 963
876 481
945 877
703 667
438 667
146 1014
669 20
540 714
877 99
331 706
392 118
367 151
826 233
443 367
318 746
839 817
877 529
982 116
446 286
683 676
986 839
845 633
633 904
750 389
395 468
151 309
392 711
240 470
73 597
982 841
480 400
880 7
877 464
659 986
96 84
877 96
367 392
877 36
82 877
692 318
170 676
164 834
642 309
11 58
295 664
152 981
590 876
304 796
386 163
608 42
253 111
395 11
329 669
389 844
450 367
986 952
163 389
706 11
982 89
62 472
876 163
152 309
15 319
570 430
590 834
877 84
877 723
309 42
480 462
286 286
986 877
450 570
389 607
11 877
86 877
540 892
751 880
84 495
82 685
267 360
621 664
796 570
570 876
240 426
986 986
418 817
453 43
286 464
725 389
544 35
318 57
398 880
728 817
392 876
629 590
877 877
877 84
130 554
986 590
834 392
111 341
529 989
370 629
639 111
880 839
563 544
977 462
325 473
716 1004
484 90
639 910
986 177
648 239
81 774
457 633
716 153
478 247
370 877
111 529
248 776
11 880
514 734
1014 84
1010 877
605 395
90 329
211 182
877 650
876 877
837 734
84 834
866 935
462 544
663 664
367 295
61 876
338 508
667 22
84 47
515 734
796 653
989 783
980 839
111 633
191 202
572 83
992 730
683 877
11 986
952 876
513 495
570 603
803 626
659 986
118 833
834 783
43 736
906 420
286 48
961 693
857 344
614 96
676 986
876 469
642 834
87 481
986 529
165 750
53 420
826 539
384 441
636 418
367 767
118 416
367 734
389 796
521 367
309 280
982 405
877 563
129 1014
626 986
450 599
433 876
614 511
41 328
89 818
818 877
389 544
796 650
799 93
607 309
171 570
242 544
350 876
877 416
877 611
590 986
834 730
481 462
389 295
839 982
734 877
963 730
90 84
616 84
982 834
53 827
392 877
383 171
685 839
190 508
64 504
955 248
561 84
286 685
626 590
309 418
783 570
736 544
946 418
240 253
721 295
669 191
693 341
876 570
468 468
1014 233
392 715
446 705
310 184
664 309
803 977
481 36
177 945
942 876
764 667
910 839
730 834
477 4
600 710
337 470
90 468
930 309
607 572
27 171
401 834
163 734
7 977
999 910
249 963
295 982
877 41
96 119
84 973
383 716
84 329
367 392
329 834
590 685
111 309
590 508
391 529
53 360
544 566
